Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDQ23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024407061,null,102.3332,4
Low Fat,NCS05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020876485,null,133.7942,4
Regular,FDT26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067624438,null,120.944,4
Low Fat,NCD19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,8.93,53.8614,4
Low Fat,FDB34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026480954,null,87.6198,4
Low Fat,DRK35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.365,38.0506,4
Regular,FDB56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309,8.75,187.4556,4
Low Fat,FDP09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034027909,19.75,212.0902,4
Low Fat,FDG02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011307038,7.855,188.5188,4
Regular,FDM15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.057373797,11.8,151.4366,4
Regular,FDO08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09415375,null,165.7526,4
Low Fat,FDT43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020631654,16.35,50.1324,4
Low Fat,FDI24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078362484,null,177.937,4
Regular,FDS46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.082741482,null,118.7782,4
Regular,FDG28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049559042,9.285,246.4144,4
Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014618973,7.975,85.225,4
Low Fat,FDQ56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.10550944,6.59,85.6908,4
Low Fat,FDX23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029691762,6.445,92.6436,4
Regular,FDR44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102920886,6.11,130.4968,4
Regular,FDU01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011995271,20.25,184.5924,4
Regular,FDP59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056580228,20.85,105.6648,4
Low Fat,NCV17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01619866,18.85,129.2626,4
Low Fat,FDZ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020870744,13.1,117.3782,4
Low Fat,FDA36,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.005677876,5.985,184.8924,4
Low Fat,FDV51,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.054463442,16.35,163.8842,4
Low Fat,NCT41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.098031771,null,151.3024,4
Low Fat,NCK54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,12.15,117.815,4
Low Fat,FDE16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026384672,8.895,208.9954,4
Low Fat,FDE53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026749991,null,106.928,4
Low Fat,NCL19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015673267,15.35,145.047,4
Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065316099,null,189.9214,4
Low Fat,FDC46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.115978122,null,183.4266,4
Low Fat,FDS10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0350152,null,182.0318,4
Low Fat,FDC04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767801,null,241.8854,4
Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973,5.82,171.379,4
Regular,FDQ15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150341867,null,83.1276,4
Regular,FDV01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,null,154.6314,4
Regular,FDJ57,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021569566,7.42,184.8582,4
Low Fat,NCE31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.184843579,7.67,33.1216,4
Low Fat,FDV07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.5,110.4228,4
Low Fat,FDD04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090153756,16,143.2154,4
Low Fat,NCC18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177545624,19.1,172.4422,4
Low Fat,NCL31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120467994,7.39,145.147,4
Low Fat,FDA33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033952603,6.48,148.2076,4
Low Fat,FDT59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.65,229.4668,4
Low Fat,FDE26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089144149,9.3,144.9786,4
Low Fat,FDB50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.153857402,13,76.3986,4
Low Fat,FDC17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015484763,12.15,211.9928,4
Low Fat,FDM44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031097948,12.5,103.899,4
Low Fat,DRI11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034457776,8.26,113.3834,4
Low Fat,DRL47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.7,125.9362,4
Low Fat,NCB30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025742955,14.6,197.1084,4
Low Fat,NCI18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014045832,18.35,222.7746,4
Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039306822,20.7,150.7366,4
Low Fat,NCO02,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.15,65.0142,4
Low Fat,DRE37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094366079,13.5,190.9872,4
Low Fat,DRD24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030842963,13.85,143.1154,4
Low Fat,DRL37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053455158,15.5,43.677,4
Regular,FDJ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039101813,8.895,208.8296,4
Regular,FDX11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106918052,16,183.5634,4
Regular,FDJ60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062625641,19.35,165.3184,4
Regular,FDB37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022976493,20.25,240.3538,4
